app_id,app_date,amount,rate_offered,term_months,status,payment_date,credit_score,risk_segment
APP-003981,2023-10-24,10700.0,0.2458,36,Paid,2026-10-26,728,Near-Prime
APP-003982,2024-07-30,11300.0,0.1515,48,Paid,2028-08-02,742,Near-Prime
APP-003983,2023-10-21,14300.0,0.2001,24,Paid,2025-10-22,800,Prime
APP-003984,2024-08-15,5800.0,0.1765,24,Paid,2026-08-17,603,Subprime
APP-003985,2023-03-29,8500.0,0.2013,36,Paid,2026-03-31,672,Subprime
APP-003986,2023-06-07,3800.0,0.1473,36,Paid,2026-06-09,555,Subprime
APP-003987,2022-10-23,9100.0,0.1855,36,Paid,2025-10-25,687,Near-Prime
APP-003988,2024-02-19,6900.0,0.2354,36,Default,,632,Subprime
APP-003989,2022-10-09,11800.0,0.1331,24,Paid,2024-10-10,756,Prime
APP-003990,2022-09-02,6500.0,0.1135,48,Paid,2026-09-05,621,Subprime
APP-003991,2022-11-24,4600.0,0.1154,24,Paid,2024-11-25,575,Subprime
APP-003992,2023-02-18,7100.0,0.1215,24,Paid,2025-02-19,636,Subprime
APP-003993,2022-10-06,4000.0,0.2098,24,Default,,561,Subprime
APP-003994,2022-07-29,9500.0,0.1097,36,Paid,2025-07-31,697,Near-Prime
APP-003995,2024-10-01,3900.0,0.1651,24,Paid,2026-10-03,556,Subprime
APP-003996,2024-07-07,8100.0,0.2109,36,Paid,2027-07-10,661,Subprime
APP-003997,2025-06-25,3800.0,0.2008,48,Default,,556,Subprime
APP-003998,2024-06-17,7400.0,0.1607,36,Paid,2027-06-20,643,Subprime
APP-003999,2022-12-08,11300.0,0.1895,36,Paid,2025-12-10,742,Near-Prime
APP-004000,2024-06-01,8700.0,0.1854,24,Paid,2026-06-03,678,Subprime
APP-004001,2023-05-28,6300.0,0.1688,36,Paid,2026-05-30,616,Subprime
APP-004002,2025-01-30,7900.0,0.1695,36,Paid,2028-02-02,658,Subprime
APP-004003,2022-08-03,8000.0,0.2918,24,Paid,2024-08-04,660,Subprime
APP-004004,2024-07-23,8900.0,0.2205,36,Paid,2027-07-26,683,Near-Prime
APP-004005,2024-03-12,5300.0,0.304,24,Paid,2026-03-14,591,Subprime
APP-004006,2025-04-15,9200.0,0.1552,48,Paid,2029-04-18,689,Near-Prime
APP-004007,2024-10-21,2600.0,0.1758,36,Paid,2027-10-24,524,Subprime
APP-004008,2025-01-17,6700.0,0.1134,36,Paid,2028-01-20,628,Subprime
APP-004009,2025-03-05,7000.0,0.1395,48,Paid,2029-03-08,635,Subprime
APP-004010,2023-12-22,9300.0,0.2751,48,Default,,691,Near-Prime
APP-004011,2023-01-28,8000.0,0.1539,36,Paid,2026-01-30,661,Subprime
APP-004012,2022-07-18,5200.0,0.276,36,Paid,2025-07-20,589,Subprime
APP-004013,2025-05-27,6000.0,0.1178,36,Paid,2028-05-29,610,Subprime
APP-004014,2024-12-07,8400.0,0.1273,36,Paid,2027-12-10,669,Subprime
APP-004015,2025-01-14,7800.0,0.1629,36,Paid,2028-01-17,656,Subprime
APP-004016,2024-07-09,6800.0,0.1768,48,Paid,2028-07-12,631,Subprime
APP-004017,2024-08-10,7000.0,0.2262,24,Paid,2026-08-12,635,Subprime
APP-004018,2023-12-01,9400.0,0.2025,36,Paid,2026-12-03,694,Near-Prime
APP-004019,2024-01-10,7000.0,0.1592,36,Paid,2027-01-12,634,Subprime
APP-004020,2022-09-08,7800.0,0.1733,48,Default,,655,Subprime
APP-004021,2024-10-28,12300.0,0.164,24,Paid,2026-10-30,768,Prime
APP-004022,2024-01-14,5200.0,0.1343,36,Paid,2027-01-16,588,Subprime
APP-004023,2023-04-20,4300.0,0.1356,36,Paid,2026-04-22,567,Subprime
APP-004024,2024-01-31,9600.0,0.2314,24,Paid,2026-02-01,699,Near-Prime
APP-004025,2023-07-15,6600.0,0.0886,36,Paid,2026-07-17,626,Subprime
APP-004026,2023-03-06,7400.0,0.2609,36,Paid,2026-03-08,644,Subprime
APP-004027,2023-10-01,6400.0,0.1629,24,Paid,2025-10-02,620,Subprime
APP-004028,2023-04-28,7500.0,0.1414,36,Paid,2026-04-30,647,Subprime
APP-004029,2022-07-11,11200.0,0.217,48,Paid,2026-07-14,739,Near-Prime
APP-004030,2023-02-08,9600.0,0.2543,48,Default,,700,Near-Prime
APP-004031,2024-05-09,9700.0,0.2359,36,Paid,2027-05-12,703,Near-Prime
APP-004032,2023-03-07,5200.0,0.2051,36,Paid,2026-03-09,589,Subprime
APP-004033,2024-03-06,5700.0,0.2343,36,Paid,2027-03-09,602,Subprime
APP-004034,2025-03-01,2300.0,0.0942,48,Paid,2029-03-04,518,Subprime
APP-004035,2023-08-06,6400.0,0.1539,36,Paid,2026-08-08,619,Subprime
APP-004036,2024-08-06,9900.0,0.1344,36,Paid,2027-08-09,707,Near-Prime
APP-004037,2024-09-23,9000.0,0.2412,24,Paid,2026-09-25,685,Near-Prime
APP-004038,2024-11-26,7600.0,0.1608,36,Paid,2027-11-29,648,Subprime
APP-004039,2024-05-17,8000.0,0.2223,24,Paid,2026-05-19,658,Subprime
APP-004040,2023-02-09,6600.0,0.2068,36,Paid,2026-02-11,625,Subprime
APP-004041,2022-07-12,8400.0,0.1369,36,Paid,2025-07-14,670,Subprime
APP-004042,2023-08-29,9500.0,0.1507,36,Paid,2026-08-31,698,Near-Prime
APP-004043,2024-04-29,4800.0,0.2447,36,Paid,2027-05-02,579,Subprime
APP-004044,2025-02-18,8600.0,0.1412,48,Paid,2029-02-21,674,Subprime
APP-004045,2025-03-18,9900.0,0.1862,24,Paid,2027-03-20,706,Near-Prime
APP-004046,2022-10-26,7200.0,0.1409,36,Paid,2025-10-28,639,Subprime
APP-004047,2025-01-25,9400.0,0.1643,36,Paid,2028-01-28,695,Near-Prime
APP-004048,2023-07-02,13600.0,0.1777,48,Paid,2027-07-05,800,Prime
APP-004049,2023-06-07,7800.0,0.1409,24,Paid,2025-06-08,654,Subprime
APP-004050,2025-06-06,8800.0,0.132,36,Paid,2028-06-08,679,Subprime
APP-004051,2023-06-01,6500.0,0.1943,36,Paid,2026-06-03,623,Subprime
APP-004052,2025-05-13,8400.0,0.1378,48,Paid,2029-05-16,669,Subprime
APP-004053,2023-11-25,8900.0,0.1395,24,Paid,2025-11-26,683,Near-Prime
APP-004054,2025-03-22,8400.0,0.133,36,Paid,2028-03-24,669,Subprime
APP-004055,2025-02-03,6000.0,0.1761,24,Paid,2027-02-05,609,Subprime
APP-004056,2024-11-19,8400.0,0.2272,24,Paid,2026-11-21,670,Subprime
APP-004057,2022-07-12,10900.0,0.2553,24,Paid,2024-07-13,733,Near-Prime
APP-004058,2024-07-26,8900.0,0.1437,48,Paid,2028-07-29,682,Near-Prime
APP-004059,2022-08-18,9900.0,0.2875,24,Paid,2024-08-19,708,Near-Prime
APP-004060,2022-09-21,7500.0,0.1298,48,Paid,2026-09-24,648,Subprime
APP-004061,2022-08-25,9500.0,0.2342,24,Paid,2024-08-26,697,Near-Prime
APP-004062,2023-03-02,8600.0,0.1439,48,Paid,2027-03-05,673,Subprime
APP-004063,2024-05-29,6100.0,0.1365,36,Default,,612,Subprime
APP-004064,2024-08-18,8600.0,0.1428,24,Paid,2026-08-20,675,Subprime
APP-004065,2024-09-02,6000.0,0.1774,36,Paid,2027-09-05,610,Subprime
APP-004066,2025-04-16,6700.0,0.209,36,Paid,2028-04-18,628,Subprime
APP-004067,2024-03-23,8400.0,0.2135,36,Paid,2027-03-26,669,Subprime
APP-004068,2024-10-16,8600.0,0.1328,36,Paid,2027-10-19,674,Subprime
APP-004069,2023-01-10,5600.0,0.1305,36,Paid,2026-01-12,600,Subprime
APP-004070,2022-09-23,10100.0,0.1342,36,Paid,2025-09-25,712,Near-Prime
APP-004071,2024-11-24,9100.0,0.1744,48,Paid,2028-11-27,688,Near-Prime
APP-004072,2023-12-19,6600.0,0.1695,36,Paid,2026-12-21,624,Subprime
APP-004073,2023-08-06,4900.0,0.1325,48,Paid,2027-08-09,583,Subprime
APP-004074,2022-09-22,7700.0,0.1935,48,Paid,2026-09-25,652,Subprime
APP-004075,2022-11-12,7100.0,0.2931,24,Paid,2024-11-13,637,Subprime
APP-004076,2023-06-11,8200.0,0.1548,24,Paid,2025-06-12,665,Subprime
APP-004077,2022-07-14,7300.0,0.1583,36,Paid,2025-07-16,641,Subprime
APP-004078,2023-04-07,4000.0,0.208,36,Default,,559,Subprime
APP-004079,2022-10-06,7200.0,0.1521,36,Paid,2025-10-08,640,Subprime
APP-004080,2022-08-18,7400.0,0.2134,36,Paid,2025-08-20,644,Subprime
APP-004081,2023-04-21,9300.0,0.1441,36,Paid,2026-04-23,691,Near-Prime
APP-004082,2023-05-20,6600.0,0.2716,36,Paid,2026-05-22,625,Subprime
APP-004083,2024-01-30,11400.0,0.1972,24,Paid,2026-01-31,743,Near-Prime
APP-004084,2024-01-07,4200.0,0.149,48,Paid,2028-01-10,564,Subprime
APP-004085,2025-05-31,10600.0,0.1506,36,Paid,2028-06-02,725,Near-Prime
APP-004086,2024-04-26,7600.0,0.1543,36,Paid,2027-04-29,648,Subprime
APP-004087,2023-04-23,9700.0,0.2486,36,Paid,2026-04-25,702,Near-Prime
APP-004088,2022-12-29,8200.0,0.1166,24,Paid,2024-12-30,663,Subprime
APP-004089,2024-07-12,10300.0,0.1466,36,Paid,2027-07-15,716,Near-Prime
APP-004090,2025-03-07,7200.0,0.1519,24,Paid,2027-03-09,640,Subprime
APP-004091,2024-05-04,5800.0,0.1792,24,Paid,2026-05-06,605,Subprime
APP-004092,2023-09-17,10800.0,0.1664,36,Default,,731,Near-Prime
APP-004093,2025-04-07,7800.0,0.1054,24,Paid,2027-04-09,654,Subprime
APP-004094,2025-06-30,8400.0,0.16,36,Paid,2028-07-02,671,Subprime
APP-004095,2022-09-06,10500.0,0.175,36,Paid,2025-09-08,721,Near-Prime
APP-004096,2024-04-24,5900.0,0.1486,24,Paid,2026-04-26,608,Subprime
APP-004097,2023-02-28,9200.0,0.2143,24,Paid,2025-03-01,689,Near-Prime
APP-004098,2023-03-02,6800.0,0.226,48,Paid,2027-03-05,630,Subprime
APP-004099,2024-03-30,7700.0,0.1761,24,Paid,2026-04-01,653,Subprime
APP-004100,2023-12-17,8100.0,0.1915,36,Paid,2026-12-19,663,Subprime
APP-004101,2024-03-11,5000.0,0.0719,36,Paid,2027-03-14,584,Subprime
APP-004102,2025-05-22,6400.0,0.1589,48,Paid,2029-05-25,621,Subprime
APP-004103,2024-06-15,10700.0,0.2302,48,Paid,2028-06-18,727,Near-Prime
APP-004104,2024-05-22,9800.0,0.1588,36,Paid,2027-05-25,704,Near-Prime
APP-004105,2023-04-24,7900.0,0.1431,24,Paid,2025-04-25,656,Subprime
APP-004106,2024-06-13,8500.0,0.2939,36,Default,,672,Subprime
APP-004107,2023-05-13,7400.0,0.271,24,Paid,2025-05-14,645,Subprime
APP-004108,2024-04-28,10700.0,0.2034,24,Paid,2026-04-30,727,Near-Prime
APP-004109,2025-01-01,7600.0,0.2369,36,Paid,2028-01-04,649,Subprime
APP-004110,2022-12-14,8500.0,0.0687,36,Paid,2025-12-16,671,Subprime
APP-004111,2025-06-08,10300.0,0.1406,24,Paid,2027-06-10,717,Near-Prime
APP-004112,2023-02-23,6400.0,0.1565,24,Default,,621,Subprime
APP-004113,2024-07-22,11100.0,0.1682,48,Paid,2028-07-25,737,Near-Prime
APP-004114,2024-09-08,4900.0,0.1555,48,Paid,2028-09-11,583,Subprime
APP-004115,2023-08-11,11300.0,0.0525,36,Paid,2026-08-13,741,Near-Prime
APP-004116,2024-09-25,7300.0,0.1993,36,Paid,2027-09-28,641,Subprime
APP-004117,2023-10-19,7500.0,0.2072,48,Default,,647,Subprime
APP-004118,2024-12-24,4200.0,0.2601,36,Paid,2027-12-27,565,Subprime
APP-004119,2025-06-21,7100.0,0.1406,36,Paid,2028-06-23,637,Subprime
APP-004120,2023-03-18,5900.0,0.1365,36,Paid,2026-03-20,608,Subprime
APP-004121,2022-07-18,6800.0,0.05,24,Paid,2024-07-19,629,Subprime
APP-004122,2024-09-01,7700.0,0.1653,36,Paid,2027-09-04,653,Subprime
APP-004123,2023-07-19,9900.0,0.2251,36,Paid,2026-07-21,707,Near-Prime
APP-004124,2023-02-26,8400.0,0.1494,36,Paid,2026-02-28,670,Subprime
APP-004125,2024-09-21,8600.0,0.2872,36,Paid,2027-09-24,675,Subprime
APP-004126,2023-07-14,5800.0,0.1672,24,Default,,605,Subprime
APP-004127,2022-07-05,6200.0,0.1873,48,Paid,2026-07-08,615,Subprime
APP-004128,2023-05-31,11600.0,0.1118,24,Paid,2025-06-01,749,Near-Prime
APP-004129,2022-08-22,6500.0,0.1944,36,Paid,2025-08-24,623,Subprime
APP-004130,2024-11-30,11300.0,0.081,36,Paid,2027-12-03,742,Near-Prime
APP-004131,2024-04-10,7500.0,0.2147,36,Paid,2027-04-13,647,Subprime
APP-004132,2025-04-22,8000.0,0.2162,36,Paid,2028-04-24,660,Subprime
APP-004133,2024-01-10,10100.0,0.248,36,Paid,2027-01-12,713,Near-Prime
APP-004134,2025-01-04,10500.0,0.129,48,Paid,2029-01-07,723,Near-Prime
APP-004135,2023-08-03,7800.0,0.188,48,Paid,2027-08-06,654,Subprime
APP-004136,2025-05-02,7200.0,0.2082,36,Paid,2028-05-04,640,Subprime
APP-004137,2023-08-01,7900.0,0.2021,48,Paid,2027-08-04,657,Subprime
APP-004138,2023-04-20,8700.0,0.1367,24,Paid,2025-04-21,676,Subprime
APP-004139,2023-08-10,9800.0,0.0604,48,Paid,2027-08-13,704,Near-Prime
APP-004140,2024-09-27,8000.0,0.1973,48,Paid,2028-09-30,660,Subprime
APP-004141,2024-08-01,9200.0,0.1724,36,Paid,2027-08-04,690,Near-Prime
APP-004142,2022-12-15,11300.0,0.1517,48,Paid,2026-12-18,741,Near-Prime
APP-004143,2023-09-17,8800.0,0.2182,36,Paid,2026-09-19,679,Subprime
APP-004144,2025-01-08,8600.0,0.1778,36,Default,,675,Subprime
APP-004145,2023-10-30,5000.0,0.114,48,Default,,584,Subprime
APP-004146,2025-02-11,2700.0,0.0834,36,Default,,528,Subprime
APP-004147,2022-12-22,8800.0,0.1236,36,Paid,2025-12-24,679,Subprime
APP-004148,2023-09-01,7800.0,0.2997,36,Paid,2026-09-03,655,Subprime
APP-004149,2023-11-14,7000.0,0.2161,48,Default,,634,Subprime
APP-004150,2024-05-27,8500.0,0.1894,36,Paid,2027-05-30,672,Subprime
APP-004151,2025-02-15,7900.0,0.1709,24,Default,,656,Subprime
APP-004152,2023-04-29,10300.0,0.1676,36,Paid,2026-05-01,716,Near-Prime
APP-004153,2022-09-28,8200.0,0.2384,48,Default,,664,Subprime
APP-004154,2024-09-26,6500.0,0.1555,36,Paid,2027-09-29,622,Subprime
APP-004155,2022-07-24,10000.0,0.2088,48,Paid,2026-07-27,709,Near-Prime
APP-004156,2025-04-04,7600.0,0.1626,48,Paid,2029-04-07,649,Subprime
APP-004157,2025-03-06,9100.0,0.277,36,Paid,2028-03-08,686,Near-Prime
APP-004158,2023-09-05,7000.0,0.2171,36,Paid,2026-09-07,636,Subprime
APP-004159,2022-09-05,6700.0,0.2423,36,Default,,627,Subprime
APP-004160,2023-09-07,8200.0,0.1508,36,Paid,2026-09-09,664,Subprime
APP-004161,2023-06-13,8000.0,0.2329,36,Paid,2026-06-15,660,Subprime
APP-004162,2024-04-12,9000.0,0.1644,48,Paid,2028-04-15,683,Near-Prime
APP-004163,2023-10-11,7500.0,0.1855,48,Paid,2027-10-14,646,Subprime
APP-004164,2022-07-06,4300.0,0.2618,36,Paid,2025-07-08,568,Subprime
APP-004165,2023-08-22,7100.0,0.1279,36,Paid,2026-08-24,638,Subprime
APP-004166,2022-08-30,9600.0,0.1902,36,Paid,2025-09-01,699,Near-Prime
APP-004167,2022-12-23,7400.0,0.2019,36,Paid,2025-12-25,645,Subprime
APP-004168,2024-10-10,7500.0,0.206,36,Paid,2027-10-13,647,Subprime
APP-004169,2023-06-03,10000.0,0.1575,48,Paid,2027-06-06,709,Near-Prime
APP-004170,2025-01-17,6600.0,0.2843,36,Paid,2028-01-20,624,Subprime
APP-004171,2022-10-20,4900.0,0.1153,36,Paid,2025-10-22,582,Subprime
APP-004172,2022-07-10,7700.0,0.2529,36,Paid,2025-07-12,651,Subprime
APP-004173,2023-11-23,7000.0,0.2408,24,Paid,2025-11-24,635,Subprime
APP-004174,2024-02-15,6100.0,0.275,36,Paid,2027-02-17,611,Subprime
APP-004175,2023-12-09,7600.0,0.1006,24,Paid,2025-12-10,651,Subprime
APP-004176,2024-11-07,9000.0,0.1366,48,Paid,2028-11-10,684,Near-Prime
APP-004177,2023-11-07,8000.0,0.2546,24,Default,,659,Subprime
APP-004178,2023-12-21,8600.0,0.0861,36,Paid,2026-12-23,675,Subprime
APP-004179,2023-10-12,11600.0,0.0997,24,Paid,2025-10-13,750,Prime
APP-004180,2024-02-02,7300.0,0.1556,48,Paid,2028-02-05,642,Subprime
APP-004181,2023-05-29,8600.0,0.1896,36,Default,,673,Subprime
APP-004182,2025-04-03,7000.0,0.2596,48,Paid,2029-04-06,634,Subprime
APP-004183,2022-10-16,6300.0,0.1707,48,Paid,2026-10-19,617,Subprime
APP-004184,2024-01-09,6800.0,0.1496,36,Paid,2027-01-11,630,Subprime
APP-004185,2024-12-29,7000.0,0.1956,48,Default,,636,Subprime
APP-004186,2023-10-04,8700.0,0.2035,24,Paid,2025-10-05,677,Subprime
APP-004187,2024-03-15,12700.0,0.2021,36,Paid,2027-03-18,777,Prime
APP-004188,2024-06-13,6600.0,0.1711,36,Paid,2027-06-16,624,Subprime
APP-004189,2025-02-27,7200.0,0.0822,48,Paid,2029-03-02,639,Subprime
APP-004190,2024-03-23,7900.0,0.1341,48,Paid,2028-03-26,656,Subprime
APP-004191,2024-01-07,8800.0,0.251,48,Paid,2028-01-10,679,Subprime
APP-004192,2022-09-28,8500.0,0.1894,24,Default,,673,Subprime
APP-004193,2025-01-11,10600.0,0.1639,36,Paid,2028-01-14,724,Near-Prime
APP-004194,2025-06-14,3100.0,0.2359,36,Paid,2028-06-16,538,Subprime
APP-004195,2023-07-06,3200.0,0.1235,24,Default,,540,Subprime
APP-004196,2023-04-26,7000.0,0.1687,24,Paid,2025-04-27,635,Subprime
APP-004197,2023-04-09,10200.0,0.1869,36,Paid,2026-04-11,714,Near-Prime
APP-004198,2023-05-06,4900.0,0.1579,48,Paid,2027-05-09,581,Subprime
APP-004199,2023-03-31,2000.0,0.185,36,Default,,509,Subprime
APP-004200,2025-02-14,9100.0,0.1706,36,Paid,2028-02-17,688,Near-Prime
APP-004201,2024-08-15,8500.0,0.11,36,Paid,2027-08-18,672,Subprime
APP-004202,2022-08-16,5800.0,0.1891,36,Paid,2025-08-18,605,Subprime
APP-004203,2022-07-12,6000.0,0.1136,48,Paid,2026-07-15,610,Subprime
APP-004204,2022-07-28,6100.0,0.1883,36,Default,,611,Subprime
APP-004205,2023-11-25,8200.0,0.2487,24,Paid,2025-11-26,665,Subprime
APP-004206,2025-03-04,6700.0,0.1659,36,Paid,2028-03-06,628,Subprime
APP-004207,2023-05-29,9000.0,0.1214,48,Paid,2027-06-01,684,Near-Prime
APP-004208,2023-08-05,2300.0,0.1737,36,Paid,2026-08-07,517,Subprime
APP-004209,2022-11-30,6300.0,0.1384,36,Paid,2025-12-02,617,Subprime
APP-004210,2023-09-06,5700.0,0.2097,24,Paid,2025-09-07,603,Subprime
APP-004211,2022-09-12,7500.0,0.1726,24,Default,,647,Subprime
APP-004212,2025-01-06,6900.0,0.2655,48,Paid,2029-01-09,633,Subprime
APP-004213,2024-09-26,9600.0,0.2381,36,Paid,2027-09-29,699,Near-Prime
APP-004214,2024-06-29,4300.0,0.1723,36,Paid,2027-07-02,567,Subprime
APP-004215,2023-02-24,8100.0,0.2158,36,Paid,2026-02-26,662,Subprime
APP-004216,2024-09-17,9100.0,0.1603,48,Paid,2028-09-20,687,Near-Prime
APP-004217,2024-01-16,11700.0,0.1817,24,Paid,2026-01-17,752,Prime
APP-004218,2023-12-07,7000.0,0.1619,48,Paid,2027-12-10,635,Subprime
APP-004219,2022-09-04,8600.0,0.2183,36,Paid,2025-09-06,676,Subprime
APP-004220,2024-01-11,4400.0,0.2516,48,Paid,2028-01-14,569,Subprime
APP-004221,2025-02-10,3200.0,0.2199,48,Default,,540,Subprime
APP-004222,2024-05-04,9700.0,0.2261,36,Paid,2027-05-07,702,Near-Prime
APP-004223,2022-10-25,8000.0,0.2262,24,Default,,659,Subprime
APP-004224,2023-05-07,10400.0,0.2076,24,Paid,2025-05-08,718,Near-Prime
APP-004225,2025-06-05,5300.0,0.123,48,Paid,2029-06-08,591,Subprime
APP-004226,2024-01-28,9000.0,0.265,24,Default,,685,Near-Prime
APP-004227,2024-12-14,11700.0,0.2702,36,Paid,2027-12-17,753,Prime
APP-004228,2024-06-22,8800.0,0.1683,24,Paid,2026-06-24,680,Near-Prime
APP-004229,2023-06-09,8600.0,0.1615,36,Paid,2026-06-11,673,Subprime
APP-004230,2025-04-30,8000.0,0.2106,24,Paid,2027-05-02,660,Subprime
APP-004231,2022-07-16,4900.0,0.2075,48,Paid,2026-07-19,581,Subprime
APP-004232,2022-08-29,10700.0,0.1699,48,Paid,2026-09-01,727,Near-Prime
APP-004233,2024-10-10,6800.0,0.1175,36,Paid,2027-10-13,629,Subprime
APP-004234,2022-08-04,9000.0,0.1953,36,Default,,685,Near-Prime
APP-004235,2024-03-05,4900.0,0.2076,36,Default,,581,Subprime
APP-004236,2025-06-07,5600.0,0.2163,36,Paid,2028-06-09,601,Subprime
APP-004237,2024-01-01,10900.0,0.1975,36,Paid,2027-01-03,731,Near-Prime
APP-004238,2023-02-21,7300.0,0.1664,36,Paid,2026-02-23,642,Subprime
APP-004239,2022-12-06,10900.0,0.2297,36,Paid,2025-12-08,732,Near-Prime
APP-004240,2024-12-16,7800.0,0.1833,36,Paid,2027-12-19,656,Subprime
APP-004241,2023-03-25,4300.0,0.1568,36,Paid,2026-03-27,567,Subprime
APP-004242,2025-05-18,9800.0,0.171,36,Paid,2028-05-20,704,Near-Prime
APP-004243,2025-05-02,6800.0,0.0927,36,Paid,2028-05-04,630,Subprime
APP-004244,2022-09-30,9400.0,0.1709,36,Paid,2025-10-02,694,Near-Prime
APP-004245,2023-09-14,8100.0,0.2144,36,Paid,2026-09-16,661,Subprime
APP-004246,2024-04-23,4900.0,0.197,36,Paid,2027-04-26,582,Subprime
APP-004247,2023-09-08,8300.0,0.256,36,Paid,2026-09-10,668,Subprime
APP-004248,2023-03-21,12400.0,0.1669,48,Paid,2027-03-24,769,Prime
APP-004249,2023-02-15,9000.0,0.2044,24,Paid,2025-02-16,684,Near-Prime
APP-004250,2022-08-13,7900.0,0.2196,36,Paid,2025-08-15,657,Subprime
APP-004251,2024-01-14,10200.0,0.2971,36,Default,,713,Near-Prime
APP-004252,2025-05-20,8400.0,0.1872,36,Paid,2028-05-22,670,Subprime
APP-004253,2024-09-30,8400.0,0.1278,36,Default,,670,Subprime
APP-004254,2022-12-14,5800.0,0.2224,48,Paid,2026-12-17,605,Subprime
APP-004255,2024-05-13,8500.0,0.2733,36,Paid,2027-05-16,671,Subprime
APP-004256,2025-01-18,10100.0,0.1639,48,Paid,2029-01-21,711,Near-Prime
APP-004257,2024-12-11,6300.0,0.2221,48,Paid,2028-12-14,618,Subprime
APP-004258,2022-12-15,10800.0,0.2414,36,Paid,2025-12-17,731,Near-Prime
APP-004259,2022-07-27,7800.0,0.2309,48,Default,,655,Subprime
APP-004260,2023-02-19,6200.0,0.1863,36,Paid,2026-02-21,615,Subprime
APP-004261,2022-09-01,10000.0,0.1451,36,Paid,2025-09-03,709,Near-Prime
APP-004262,2025-03-15,7400.0,0.1759,48,Paid,2029-03-18,645,Subprime
APP-004263,2024-05-30,9500.0,0.2029,36,Paid,2027-06-02,697,Near-Prime
APP-004264,2023-11-24,7400.0,0.2254,24,Paid,2025-11-25,645,Subprime
APP-004265,2024-05-07,7900.0,0.1967,36,Paid,2027-05-10,657,Subprime
APP-004266,2023-10-08,9000.0,0.161,36,Paid,2026-10-10,684,Near-Prime
APP-004267,2025-03-11,8600.0,0.2078,24,Paid,2027-03-13,674,Subprime
APP-004268,2023-02-28,4000.0,0.223,48,Paid,2027-03-03,560,Subprime
APP-004269,2025-04-22,5800.0,0.199,36,Paid,2028-04-24,603,Subprime
APP-004270,2022-07-31,9900.0,0.1382,48,Paid,2026-08-03,706,Near-Prime
APP-004271,2024-03-17,7700.0,0.1709,24,Paid,2026-03-19,653,Subprime
APP-004272,2024-07-09,7000.0,0.2274,36,Paid,2027-07-12,633,Subprime
APP-004273,2022-07-15,5300.0,0.1108,24,Paid,2024-07-16,592,Subprime
APP-004274,2025-04-03,5800.0,0.0753,36,Paid,2028-04-05,606,Subprime
APP-004275,2023-01-07,4000.0,0.2554,36,Paid,2026-01-09,558,Subprime
APP-004276,2023-03-11,7800.0,0.2056,48,Paid,2027-03-14,654,Subprime
APP-004277,2023-04-08,6800.0,0.2103,36,Default,,630,Subprime
APP-004278,2024-04-04,6100.0,0.1262,36,Default,,611,Subprime
APP-004279,2023-03-30,7900.0,0.2169,36,Paid,2026-04-01,656,Subprime
APP-004280,2023-01-01,8700.0,0.1938,24,Paid,2025-01-02,678,Subprime
APP-004281,2023-11-02,12200.0,0.1008,36,Paid,2026-11-04,764,Prime
APP-004282,2023-03-01,5000.0,0.2512,24,Paid,2025-03-02,584,Subprime
APP-004283,2025-04-14,10300.0,0.1879,48,Paid,2029-04-17,717,Near-Prime
APP-004284,2022-10-19,9900.0,0.1602,48,Paid,2026-10-22,708,Near-Prime
APP-004285,2024-11-04,6400.0,0.1611,36,Paid,2027-11-07,621,Subprime
APP-004286,2024-02-29,8400.0,0.0792,36,Paid,2027-03-03,670,Subprime
APP-004287,2024-06-30,7100.0,0.2097,24,Default,,637,Subprime
APP-004288,2022-10-10,8400.0,0.1931,36,Paid,2025-10-12,669,Subprime
APP-004289,2025-02-09,11000.0,0.1703,48,Paid,2029-02-12,735,Near-Prime
APP-004290,2024-06-12,9200.0,0.2439,48,Default,,690,Near-Prime
APP-004291,2023-07-14,9000.0,0.1108,36,Paid,2026-07-16,685,Near-Prime
APP-004292,2024-06-27,7100.0,0.1502,36,Default,,638,Subprime
APP-004293,2023-07-25,5000.0,0.1375,36,Paid,2026-07-27,585,Subprime
APP-004294,2025-01-06,7600.0,0.1661,48,Default,,649,Subprime
APP-004295,2024-12-10,10400.0,0.1834,48,Default,,720,Near-Prime
APP-004296,2023-02-24,4900.0,0.2015,36,Paid,2026-02-26,583,Subprime
APP-004297,2024-12-17,5900.0,0.1627,48,Paid,2028-12-20,607,Subprime
APP-004298,2024-12-10,8300.0,0.1361,48,Paid,2028-12-13,666,Subprime
APP-004299,2024-04-11,6000.0,0.2643,36,Paid,2027-04-14,610,Subprime
APP-004300,2024-09-16,6400.0,0.3006,48,Paid,2028-09-19,620,Subprime
APP-004301,2024-03-11,7200.0,0.1872,36,Paid,2027-03-14,638,Subprime
APP-004302,2024-04-23,5300.0,0.1422,36,Paid,2027-04-26,591,Subprime
APP-004303,2023-12-15,6100.0,0.2538,24,Paid,2025-12-16,611,Subprime
APP-004304,2022-09-20,9400.0,0.1077,36,Paid,2025-09-22,695,Near-Prime
APP-004305,2022-09-24,5400.0,0.1633,48,Paid,2026-09-27,594,Subprime
APP-004306,2025-04-20,4800.0,0.1452,36,Default,,580,Subprime
APP-004307,2023-12-21,6700.0,0.122,24,Paid,2025-12-22,628,Subprime
APP-004308,2024-03-26,9500.0,0.166,36,Paid,2027-03-29,696,Near-Prime
